SEXO,NIVEL EDUCATIVO,ESTADO CIVIL,OCUPACIÓN,REGIMEN SEGURIDAD SOCIAL,INGRESOS MENSUALES,GRUPO POBLACIONAL,ÉTNICO,CICLO DE VIDA,CAMPESINO,DISCAPACIDAD,LOCALIDAD,CABILDO,BARRIO/CORREGIMIENTO,SECTOR,FECHA DE RESOLUCIÓN,ENTIDAD DISTRITAL QUE ASIGNA EL SUBSIDIO,TIPO DE MEJORAMIENTO,VALOR DEL SUBSIDIO
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Media (10.o - 13.o),Casado(a),Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica secundaria (6.o - 9.o),Separado(a) o divorciado(a),Empleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Separado(a) o divorciado(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Desempleado,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Empleado,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Ninguno,Viudo(a),Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Técnico o tecnológico (1 - 4),Unión libre,Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Víctima Conflicto Armado por Desplazamiento Forzado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Empleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Desempleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,PONTEZUELA,RURAL,06/24/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Empleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Separado(a) o divorciado(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica secundaria (6.o - 9.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Empleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Unión libre,Trabajador Independiente,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica secundaria (6.o - 9.o),Casado(a),Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Separado(a) o divorciado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Hombre,Básica secundaria (6.o - 9.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o mas),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
Mujer,Ninguno,Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o mas),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,BAYUNCA,RURAL,07/03/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   18,200,000.00"
