TIPO DE MEJORAMIENTO,INGRESOS MENSUALES,LOCALIDAD,SECTOR,CICLO DE VIDA,GRUPO POBLACIONAL,ENTIDAD DISTRITAL QUE ASIGNA EL SUBSIDIO,NIVEL EDUCATIVO,SEXO,ESTADO CIVIL,OCUPACIÓN,ÉTNICO,VALOR_SUBSIDIO
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,JUVENTUD (18-28),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Técnico o tecnológico (1 - 4),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Casado(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Casado(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Ninguno,Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Hombre,Soltero(a),Jubilado o pensionado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Ninguno,Hombre,Unión libre,Sin actividad,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Hombre,Unión libre,Empleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Hombre,Soltero(a),Sin actividad,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTO MAYOR (60 o más),Damnificados,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Universitario (1 - 6),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Hombre,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Unión libre,Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,No tiene,Localidad 1 - Historica y del Caribe Norte,INSULAR,JUVENTUD (18-28),Ninguno,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Mujer,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Entre 1 y 2 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Unión libre,Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
LOCATIVO,Menor a 1 SMMLV,Localidad 1 - Historica y del Caribe Norte,INSULAR,ADULTEZ (29-59),Ninguno,CORVIVIENDA,Media (10.o - 13.o),Hombre,Unión libre,Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",21352500.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Técnico o tecnológico (1 - 4),Hombre,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Viudo(a),Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Unión libre,Desempleado,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Trabajador Independiente,Indígena,17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Casado(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Casado(a),Trabajador Independiente,Indígena,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Hombre,Unión libre,Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Separado(a) o divorciado(a),Sin actividad,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Casado(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Técnico o tecnológico (1 - 4),Mujer,Unión libre,Ama de Casa/Cuidador,Indígena,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Separado(a) o divorciado(a),Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Hombre,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Unión libre,Empleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Unión libre,Empleado,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Casado(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Viudo(a),Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Hombre,Soltero(a),Desempleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Hombre,Unión libre,Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Casado(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Mujer,Soltero(a),Desempleado,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,RURAL,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Viudo(a),Ama de Casa/Cuidador,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Jubilado o pensionado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Hombre,Unión libre,Trabajador Independiente,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Soltero(a),Empleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Viudo(a),Trabajador Independiente,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Unión libre,Empleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Viudo(a),Empleado,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Soltero(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Técnico o tecnológico (1 - 4),Hombre,Unión libre,Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Ninguno,Mujer,Casado(a),Empleado,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Unión libre,Ama de Casa/Cuidador,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Hombre,Unión libre,Trabajador Independiente,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Viudo(a),Trabajador Independiente,Ninguno,19929000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,RURAL,ADULTEZ (29-59),Pobreza Extrema,CORVIVIENDA,Media (10.o - 13.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTO MAYOR (60 o más),Pobreza Extrema,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,RURAL,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",19929000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Otro,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Casado(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Desempleado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Media (10.o - 13.o),Mujer,Casado(a),Ama de Casa/Cuidador,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Técnico o tecnológico (1 - 4),Mujer,Casado(a),Trabajador Independiente,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Entre 1 y 2 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Trabajador Independiente,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,JUVENTUD (18-28),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,Ninguno,17082000.0
SANEAMIENTO LOCATIVO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Víctima Conflicto Armado por Desplazamiento Forzado,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Unión libre,Ama de Casa/Cuidador,Ninguno,17082000.0
